"","ID","enumerator","date","district","sub","trader.q3","trader.q4","trader.q5","trader.q6","trader.q7","trader.q8","trader.q9","trader.q10","trader.q11","trader.q12","trader.q14","trader.q16","trader.q17","trader.q18.Bongo","trader.q18.Ghee","trader.q18.Other","trader.q19","trader.q20","trader.q21","trader.q22","trader.q23","trader.q24","trader.q25","trader.q26","trader.q27","trader.q28","trader.q29","trader.q30","trader.q31","trader.q33","trader.q35","trader.q36","trader.q37","trader.q38","trader.q39","trader.q40","trader.q41","trader.q42","trader.q43","trader.q44","trader.q45","trader.q46","trader.q47","trader.q48","trader.q49","trader.q50","trader.q51","trader.q52","trader.q53","trader.q54","trader.q55","trader.q56","trader.q57","trader.q58","trader.q59","trader.q60.1","trader.q60.2","trader.q60.3","trader.q60.4","trader.q60.5","trader.q60.96","trader.q61","trader.q62","trader.q63","trader.q64","trader.q65","trader.q66","trader.q67","trader.q68","trader.q69","trader.q70","trader.q71","trader.q72","trader.q73","trader.q74","trader.q75","trader.q76","trader.q77","trader.q78","trader.q80","trader.q81","trader.q82","trader.q83","trader.q83b","trader.q84","trader.q85","trader.q85b","trader.q86","trader.q87","trader.q88","trader.q89","trader.q91","trader.q92","trader.q93","trader.q94","trader.q95","trader.q96","trader.q97","trader.q98","trader.q99.1","trader.q99.2","trader.q99.3","trader.q99.4","trader.q100","trader.q101","trader.q102","trader.q103","shed"
"420","T_420","EN_2","9/16/2018","MASINDI","KIMENGO",27,"Male",2,"No","3",5,1,2,"MASINDI","KINONI",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,8,3,"2","n/a","3","3","Yes","No",1000,1,5,110,0,0,0,100,0,0,0,10,800,1,3,140,0,0,0,130,0,0,0,10,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,6,1,1,1,2,1,3,"No",150,1,1,"Yes","Yes","Yes","09:01:00.000+03","n/a","n/a","n/a","1","1","3","3","3","n/a","n/a","n/a","n/a","100","100","15","Yes","2","Yes","Yes","Yes","FALSE","TRUE","FALSE","FALSE","Yes","1000000","Yes","Bought a caw","C"
"421","T_421","EN_1","9/15/2018","KYANKWANZI","BUTEMBA",31,"Male",2,"Yes","n/a",5,1,5,"KYANKWANZI","BUTEMBA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2010","1/1/2010",100,20,3,"n/a","1","1","1","Yes","Yes",1200,1,15,200,0,0,100,100,0,0,0,0,500,1,20,600,0,0,200,200,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,0,0,2,2,0,2,1,1,3,"Yes",300,4,2,"Yes","Yes","Yes","07:30:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","50","300","10","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","TRUE","FALSE","FALSE","Yes","5000000","Yes","Bought motorbike","C"
"422","T_422","EN_1","9/15/2018","KYANKWANZI","BUTEMBA",24,"Male",2,"No","3",7,2,2,"KYANKWANZI","BUTEMBA",5,2,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,15,8,"n/a","1","1","1","No","No",1200,1,5,100,0,0,100,0,0,0,0,0,1000,1,5,200,0,0,200,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,0,0,3,1,0,1,1,2,3,"Yes",250,4,2,"Yes","Yes","Yes","09:00:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","100","200","5","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"423","T_423","EN_1","9/16/2018","MASINDI","KIMENGO",20,"Male",4,"No","3",10,1,2,"MASINDI","BURULI",96,3,"No","n/a","n/a","n/a","No","n/a","1/1/2013","1/1/2013",100,999,999,"1","2","2","1","No","No",1400,1,10,120,20,40,0,60,0,0,0,0,600,1,10,180,20,40,0,105,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,7,2,0,1,1,1,3,"Yes",140,4,5,"Yes","Yes","Yes","09:33:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a","C"
"424","T_424","EN_1","9/16/2018","MASINDI","KIMENGO",53,"Male",1,"Yes","n/a",5,1,2,"MASINDI","KIMENGO",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2001","1/1/2001",100,999,20,"n/a","2","2","1","No","No",1000,1,9,50,0,0,50,0,0,0,0,0,600,1,9,200,0,0,200,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,5,1,0,1,1,1,3,"Yes",120,4,9,"Yes","Yes","Yes","11:00:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","100","100","10","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"425","T_425","EN_1","9/16/2018","MASINDI","KIMENGO",36,"Male",2,"Yes","n/a",7,3,5,"MASINDI","KIBOGA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,999,999,"n/a","3","1","2","No","No",1100,1,10,160,0,0,0,160,0,0,0,0,700,1,10,240,0,0,0,200,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,10,1,0,1,1,1,3,"Yes",300,4,1,"Yes","Yes","Yes","11:30:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","200","200","10","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","No","n/a","n/a","n/a","C"
"426","T_426","EN_7","9/16/2018","MASINDI","KIMEGO",38,"Male",2,"Yes","n/a",5,1,5,"MASINDI","KIMENGO",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",70,7,6,"2","2","1","1","No","No",1100,1,10,100,0,0,0,100,0,0,0,0,900,1,15,200,0,0,0,200,0,0,0,0,1,"1","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0,0,0,10,1,1,1,0,1,3,"Yes",200,1,1,"Yes","Yes","Yes","10:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","Yes","5000000","Yes","Bought a bicycle","C"
"427","T_427","EN_17","9/16/2018","MASINDI","KEMENGO",25,"Male",2,"Yes","n/a",4,2,2,"MASINDI","KEMENGO",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",70,10,20,"2","3","3","3","No","No",900,1,15,160,10,0,0,100,0,0,10,7,700,1,15,240,20,3,0,200,0,0,0,7,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,12,2,1,2,2,2,3,"Yes",160,1,3,"Yes","Yes","Yes","11:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","TRUE","FALSE","FALSE","Yes","2000000","Yes","Bought    cows","C"
"428","T_428","EN_17","9/16/2018","MASINDI","KEMENGO",25,"Male",1,"No","3",10,2,2,"MASINDI","KEMENGO",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",20,5,7,"2","2","3","3","Yes","Yes",1000,1,10,150,5,0,0,140,0,0,0,5,700,1,10,200,5,0,0,180,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,10,1,1,2,2,3,3,"Yes",200,1,1,"Yes","Yes","Yes","11:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","Yes","2000000","No","I   bought   2  cow","C"
"429","T_429","EN_17","9/16/2018","MASINDI","KEMENGO",26,"Male",2,"Yes","n/a",6,1,2,"MASINDI","KALUJOBO",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2009","1/1/2010",30,1,7,"n/a","2","2","2","Yes","Yes",950,1,7,80,40,5,0,0,0,0,34,6,600,1,5,160,80,10,0,0,0,10,20,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,8,1,1,1,1,1,3,"Yes",200,1,1,"Yes","Yes","Yes","12:00:00.000+03","1","3","3","n/a","n/a","n/a","n/a","n/a","20","160","30","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"430","T_430","EN_10","9/15/2018","KYANKWANZI","KYANKWANZI",50,"Male",1,"No","4",8,1,5,"KYANKWANZI","MURUBIRI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,3,3,"n/a","98","98","2","No","No",1200,1,1,10,0,0,10,0,0,0,0,0,1000,1,1,10,0,0,10,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,2,0,1,0,0,0,2,"n/a",40,4,1,"Yes","Yes","Yes","08:00:00.000+03","96","4","1","n/a","n/a","n/a","n/a","n/a","40","10","2.5","Buyer","n/a","n/a","n/a","Yes","2","Yes","No","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"431","T_431","EN_10","9/15/2018","KYANKWANZI","BUTEMBA",21,"Male",4,"No","3",18,2,5,"KYANKWANZI","BUTEMBA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,5,3,"n/a","2","3","3","Yes","Yes",1000,1,1,140,0,0,100,0,0,0,40,0,600,1,1,150,0,0,150,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,10,1,2,1,2,2,3,"No",300,4,1.5,"Yes","Yes","Yes","08:00:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","80","150","1","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","TRUE","Yes","2000000","Yes","Buying a bull","C"
"432","T_432","EN_10","9/15/2018","KYANKWANZI","KYANKWANZI",60,"Male",1,"Yes","n/a",11,2,2,"KYANKWANZI","RUBIRI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/1990","1/1/1990",100,4,2,"n/a","98","3","3","Yes","Yes",1000,1,1,20,0,0,20,0,0,0,0,0,800,1,1,80,0,0,80,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,5,1,1,1,2,4,3,"No",100,4,2,"Yes","Yes","Yes","09:00:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","80","80","1","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","Yes","1000000","Yes","Buying drugs","C"
"433","T_433","EN_10","9/15/2018","KYANKWANZI","KYAKWANZI",37,"Male",2,"Yes","n/a",6,96,2,"KYANKWANZI","BANDA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2012","1/1/2012",100,4,8,"n/a","1","3","3","No","Yes",1200,1,6,130,0,0,130,0,0,0,0,0,800,1,6,180,0,0,180,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,0,0,7,1,0,1,2,1,3,"No",220,4,2.5,"Yes","Yes","Yes","09:30:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","78","190","4.8","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","Yes","500000","Yes","Completing payment for motorcycle","C"
"434","T_434","EN_10","9/15/2018","KYANKWANZI","KYANKWANZI",23,"Male",4,"No","3",7,2,2,"KYANKWANZI","KYANKWANZI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,5,6,"n/a","3","3","3","No","No",1200,1,7,150,0,0,150,0,0,0,0,0,600,1,5,250,0,0,200,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,0,9,1,0,1,1,1,3,"No",300,4,1,"Yes","Yes","Yes","10:00:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","60","250","3","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a","C"
"435","T_435","EN_16","9/18/2018","MASINDI","KIMENGO",19,"Male",2,"No","4",10,2,2,"MASINDI","KIMENGO",96,2,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,999,999,"n/a","2","1","2","No","No",1500,1,1,80,0,0,0,80,0,0,0,10,1000,1,1,525,0,0,0,200,0,0,0,10,1,"96","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,20,2,0,1,0,3,3,"Yes",231,1,3,"Yes","Yes","Yes","10:10:00.000+03","1","3","3","n/a","n/a","n/a","n/a","n/a","43","231","3","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"436","T_436","EN_5","9/18/2018","KYANKWANZI","BUTEMBA",20,"Male",3,"No","4",6,3,5,"KYANKWANZI","NSAMBYA",96,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,15,20,"n/a","2","1","1","No","No",999,1,999,0,0,0,0,0,0,0,0,0,650,1,2,250,0,0,150,100,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,7,1,2,1,0,1,3,"No",150,3,1,"Yes","Yes","Yes","08:30:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","38","70","2","Seller","n/a","n/a","n/a","Yes","2","Yes","No","Yes","TRUE","FALSE","FALSE","FALSE","No","n/a","n/a","n/a","C"
"437","T_437","EN_5","9/18/2018","KYANKWANZI","NSAMBYA",48,"Male",2,"No","4",5,1,2,"KYANKWANZI","NSAMBYA",96,1,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,15,26,"2","n/a","1","1","No","No",1100,1,3,90,0,10,80,0,0,0,0,0,600,1,3,175,0,20,155,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,1,0,5,1,1,1,1,1,3,"No",250,6,2,"Yes","Yes","Yes","09:30:00.000+03","n/a","n/a","n/a","1","1","3","1","1","n/a","n/a","n/a","n/a","160","175","12","Yes","2","Yes","No","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"438","T_438","EN_5","9/18/2018","KYANKWANZI","KYAKABUGA",19,"Male",4,"No","4",6,2,2,"KYANKWANZI","KYAKABUGA",96,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,5,4,"n/a","2","1","1","No","Yes",999,1,1,0,0,0,0,0,0,0,0,0,600,1,1,160,0,0,0,160,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,3,1,0,0,1,1,3,"No",300,6,0.5,"Yes","Yes","Yes","09:00:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","22","120","10","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"439","T_439","EN_5","9/18/2018","KYANKWANZI","NSAMBYA",20,"Male",2,"No","4",5,2,5,"KYANKWANZI","BUKWIRI",96,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,4,3,"n/a","2","1","1","No","Yes",999,1,999,0,0,0,0,0,0,0,0,0,600,1,3,60,0,0,60,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,8,1,1,1,3,2,3,"No",180,6,0.5,"Yes","Yes","Yes","10:00:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","133","140","16","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","TRUE","Yes","900000","Yes","To top up the cost of his motorcycle","C"
"440","T_440","EN_5","9/18/2018","KYANKWANZI","MUNSAMBYA",38,"Male",2,"Yes","n/a",9,2,2,"KYANKWANZI","BUKWIRI",96,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,12,10,"n/a","2","1","1","No","No",999,1,2,60,0,0,60,0,0,0,0,5,600,1,14,450,50,0,200,200,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,10,1,1,1,2,1,3,"No",300,3,0.5,"Yes","Yes","Yes","10:30:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","15","450","5","Seller","n/a","n/a","n/a","Yes","2","Yes","No","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"441","T_441","EN_8","9/20/2018","MASINDI","KIMENGO",35,"Male",3,"Yes","n/a",7,2,2,"MASINDI","KIMENGO",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2010","1/1/2018",0,2,2,"n/a","1","1","1","No","No",999,1,999,999,0,0,0,0,0,0,0,0,800,1,15,200,0,0,200,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,10,1,0,1,1,2,3,"No",200,3,999,"Yes","Yes","Yes","07:00:00.000+03","1","3","3","n/a","n/a","n/a","n/a","n/a","50","20","3","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","TRUE","Yes","2000000","Yes","Bought a bodaboda","C"
"442","T_442","EN_21","n/a","NAKASEKE","NGOMA ",31,"Male",1,"Yes","n/a",11,2,2,"NAKASEKE","NGOMA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2013","1/1/2017",65,4,6,"2","n/a","2","1","No","No",900,1,10,400,300,0,0,150,0,0,0,10,900,1,10,500,200,0,0,200,0,0,0,10,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,10,20,0,0,1,1,1,3,"No",280,1,4,"Yes","Yes","Yes","10:01:00.000+03","n/a","n/a","n/a","1","1","3","3","1","n/a","n/a","n/a","n/a","200","100","16","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","Yes","1500000","No","Medical attention for patients","C"
"443","T_443","EN_7","9/11/2018","KIBOGA","DWANIRO",28,"Male",5,"No","3",7,2,5,"KIBOGA","DWANIRO",1,3,"No","n/a","n/a","n/a","Yes","60","1/1/2018","1/1/2018",60,7,7,"2","2","1","1","Yes","Yes",1100,1,1,40,0,0,45,0,0,0,0,0,1100,1,1,60,0,0,60,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,6,1,0,1,0,1,3,"Yes",60,1,1,"Yes","Yes","Yes","09:06:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","No","n/a","n/a","n/a","C"
"444","T_444","EN_7","9/11/2018","KYANKWANZI","LUBIRI",32,"Male",1,"Yes","n/a",6,1,2,"KYANKWANZI","LUBIRI",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2013","1/1/2015",50,2,1,"2","1","1","1","No","Yes",1000,1,10,70,0,0,0,70,0,0,0,0,1200,1,10,150,0,0,0,150,0,0,0,0,1,"1","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,9,1,1,1,3,2,3,"Yes",220,1,4,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","Yes","300000","Yes","Payment to individuals I buy from milk","C"
"445","T_445","EN_5","9/25/2018","NAKASEKE","NGOMA TOWN COUNCIL",31,"Male",2,"Yes","n/a",15,2,2,"NAKASEKE","NGOMA",96,2,"No","n/a","n/a","n/a","No","n/a","1/1/2013","1/1/2013",100,20,5,"n/a","3","3","3","No","Yes",800,1,1,100,0,0,0,0,100,0,0,0,600,1,1,100,0,0,0,0,100,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,12,0,1,1,0,0,2,"n/a",120,5,3,"Yes","Yes","Yes","10:30:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","43","100","15","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","TRUE","No","n/a","n/a","n/a","C"
"446","T_446","EN_5","9/25/2018","NAKASEKE","NGOMA TOWN COUNCIL",25,"Male",3,"Yes","n/a",3,4,1,"NAKASEKE","NGOMA TOWN COUNCIL",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2012","1/1/2012",100,30,8,"n/a","3","1","3","No","Yes",900,1,10,40,0,0,0,0,10,0,0,0,700,1,10,300,0,0,0,0,200,100,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,15,1,1,1,1,1,3,"No",260,5,4,"Yes","Yes","Yes","10:30:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","200","300","16","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","Yes","1000000","Yes","To top up motorcycle loan","C"
"447","T_447","EN_22","9/24/2018","NAKASEKE","NGOMA TOWN COUNCIL",26,"Male",2,"No","3",6,2,2,"NAKASEKE","NGOMA",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",100,999,30,"2","2","2","2","No","No",1200,1,7,40,0,0,0,0,40,0,0,0,900,1,7,90,0,0,0,0,90,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,5,0,1,1,1,0,2,"n/a",130,5,1,"Yes","Yes","Yes","10:30:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"448","T_448","EN_18","9/24/2018","NAKASEKE","NGOMA TOWN VOUNCIL",18,"Male",2,"No","3",8,1,5,"NAKASEKE","NGOMA",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,16,30,"n/a","2","3","2","No","No",1000,1,1,80,0,0,0,0,80,0,0,0,900,1,1,160,0,0,0,0,160,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,6,0,1,0,0,0,2,"n/a",80,5,1,"Yes","Yes","Yes","10:00:00.000+03","1","4","3","n/a","n/a","n/a","n/a","n/a","13","80","20","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","C"
"449","T_449","EN_20","9/24/2018","NAKASEKE","KINONI",25,"Male",5,"Yes","n/a",13,2,5,"NAKASEKE","KINONI",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,999,999,"2","2","1","1","No","No",1000,1,1,60,0,0,0,50,0,0,0,10,600,1,1,160,0,0,0,150,0,0,0,10,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,7,0,1,1,1,1,2,"n/a",120,1,1,"Yes","Yes","Yes","10:30:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","C"
"450","T_450","EN_5","9/24/2018","NAKASEKE","NGOMA TOWN COUNCIL",49,"Male",3,"Yes","n/a",13,3,2,"NAKASEKE","NGOMA TOWN COUNCIL",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/2014","1/1/2014",100,5,2,"n/a","2","1","1","No","No",1000,1,1,60,0,0,60,0,0,0,0,0,600,1,1,100,0,0,100,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,6,1,0,1,0,1,3,"No",260,1,4,"Yes","Yes","Yes","08:30:00.000+03","1","3","1","n/a","n/a","n/a","n/a","n/a","10","60","5","Buyer","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a","C"
"451","T_451","EN_20","9/24/2018","NAKASEKE","KINONI",38,"Male",1,"Yes","n/a",10,2,5,"NAKASEKE","KINONI",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,4,4,"2","2","1","2","No","No",1200,1,5,100,0,0,0,100,0,0,0,10,800,1,20,420,0,0,0,200,0,0,0,10,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,20,1,1,3,2,1,2,"n/a",300,1,1,"Yes","Yes","Yes","11:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","Yes","500000","Yes","Milking business","C"
"452","T_452","EN_5","9/24/2018","NAKASEKE","NGOMA TCAA",18,"Male",2,"No","3",6,2,96,"NAKASEKE","NGOMA",96,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,17,10,"n/a","2","3","3","No","No",900,1,2,160,0,0,0,160,0,0,0,3,600,1,2,260,0,0,60,200,0,0,0,5,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,15,1,0,0,1,0,3,"No",260,5,2,"Yes","Yes","Yes","08:30:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","26","250","3","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","Yes","1500000","Yes","Topping up motorcycle loan","C"
"453","T_453","EN_20","9/24/2018","NAKASEKE","KINONI",40,"Male",1,"Yes","n/a",7,1,2,"NAKASEKE","KINONI",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,3,3,"1","1","1","1","No","No",1000,1,5,20,0,0,0,20,0,0,0,3,500,1,8,150,0,0,0,150,0,0,0,3,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,5,0,1,1,0,1,2,"n/a",100,1,1,"Yes","Yes","Yes","08:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","No","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a","C"
"454","T_454","EN_20","9/24/2018","NAKASEKE","KINONI",30,"Male",2,"Yes","n/a",10,1,5,"NAKASEKE","KINONI",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2000","1/1/2000",100,20,10,"1","1","1","2","No","Yes",1100,1,20,200,0,0,100,100,0,0,0,10,800,1,20,500,0,0,200,50,0,0,0,10,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,20,1,1,1,0,1,3,"Yes",200,1,18,"Yes","Yes","Yes","10:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","C"
